Date,"['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD","['AAPL', 'GOOG', 'AMZN', 'MSFT']_RSI","['AAPL', 'GOOG', 'AMZN', 'MSFT']_MACD"
2017-05-11,78.62845347250484,0.21667654961040705,80.6433797898836,0.17436177450683732,68.39636815951422,0.0380639330389565,60.5529411479673,-0.0038286320231115667
2017-05-12,81.39905858908861,0.23676195980690018,81.06439081045772,0.12183810612674706,73.05323605665679,0.05450558047545606,59.476293526957555,-0.06225433625762955
2017-05-15,79.33809610075711,0.22584544646510518,82.3075965533171,0.08740333251692656,70.30666748985095,0.0432870558647771,59.955455753327996,-0.10040676022310213
2017-05-16,78.11370139799945,0.19808321929599282,83.7105581004199,0.06927884740842272,72.93294859375762,0.05185277114447617,70.35602971992947,-0.04665534496700763
2017-05-17,56.716960619345976,0.08658858303667594,62.59847560765863,-0.03088294500177291,58.3188391947959,-0.02159252566360581,50.46948384218644,-0.1303903543994639
2017-05-18,61.67646147287373,0.039897053557868434,66.70604172098727,-0.06916376772853283,63.406557780372694,-0.030732678134545832,52.20318973964352,-0.16969368125587403
2017-05-19,62.72082954246916,0.009866566054747561,68.04755113191732,-0.08824939687252131,63.873500488549524,-0.0385215248412788,52.03277179973542,-0.193272870108952
2017-05-22,64.5803763434527,-0.002072261518298424,70.69530845754747,-0.08114484838139435,67.46059272692099,-0.014717786384477294,57.689980688171794,-0.15985142714756917
2017-05-23,63.8793419339322,-0.01869094948107053,72.84398411490112,-0.060638444375373135,67.73771860863475,-0.0041079807820756375,59.2562523321334,-0.12298516229177259
2017-05-24,62.12127147518304,-0.04134229567384984,74.61242209885721,-0.035273408051240684,70.47956853889912,0.02302111777566851,59.88222026558393,-0.09377304127328034
2017-05-25,63.37207590597121,-0.05177737927151027,78.23673669004654,0.018691918726772005,73.99910795702685,0.07249475730427424,65.30254588534757,-0.02637217172282358
2017-05-26,62.2854391543749,-0.06563357042560136,78.6708165940877,0.047537520368478026,74.59981609892418,0.09929608768877418,67.210848884247,0.031759562012100506
2017-05-30,62.44561668480234,-0.07600044194096356,79.66865902404302,0.0668937746007705,74.83976502897984,0.10553273372945848,69.59440279106437,0.08737441951154956
2017-05-31,58.398089998010626,-0.09788407517341491,70.76001551830224,0.03013232421597456,73.15700979496411,0.08873986478371065,63.31558183899699,0.07883450603894882
2017-06-01,59.696347721878844,-0.1058455003210812,71.41291462297522,0.0016909947675496362,73.56629843170562,0.06907161658157202,64.87235085123177,0.07873876324431184
2017-06-02,65.8924049931185,-0.07692041494283353,74.00044147416054,0.0007849418576082456,76.67109087519577,0.07862834322291778,72.8069004014855,0.16537690973621166
2017-06-05,59.31659500512429,-0.0825563246385459,76.17023361911671,0.015373160506412242,77.86828403482427,0.08613512599096751,74.73219883069932,0.23499951890469906
2017-06-06,60.75929048176296,-0.07904581192783577,70.58778292312701,-0.009367963283877012,70.79062921003228,0.05044508398051173,75.59118612234877,0.273449757260407
2017-06-07,63.242988817553574,-0.06385948821797593,71.94860644906588,-0.020982571235355074,73.02867869045471,0.03860758714412671,74.12157370718711,0.26815511283462456
2017-06-08,61.511365347783745,-0.06133044878010652,72.71694595693245,-0.02974756923394839,73.09147863067989,0.020331452158421026,69.21542403828589,0.21703357513228316
2017-06-09,41.947679644374865,-0.1504186003106286,51.90274316545876,-0.15068826105045408,52.179636208021904,-0.10368723981552153,54.75685293923312,0.07000368167928683
2017-06-12,34.8725704040086,-0.25549729378634445,48.79840949029485,-0.2506190323856283,46.21002719842468,-0.22802309081266725,50.95914473250767,-0.06604841245883963
2017-06-13,38.541310608219895,-0.29419723318707425,53.35101639856088,-0.276216418586375,53.06316031421803,-0.25209078136033247,56.22672592775648,-0.1057418894037474
2017-06-14,35.88092335308478,-0.32724039710910563,52.09675642905579,-0.2949822918524624,51.153827118225166,-0.2759320742484893,53.52253359461781,-0.15558655504977592
2017-06-15,34.328128455784935,-0.34593829669012544,48.19150898490561,-0.32626167477528667,46.07080032357517,-0.3232161407854862,50.952827668873105,-0.2082441589872157
2017-06-16,30.97676679026108,-0.37096752876942973,47.05413927650836,-0.344200417591206,55.23804599574251,-0.26761681449678143,51.62856512749912,-0.2320320341722626
2017-06-19,43.04298249280265,-0.30728151146777477,55.00492471273396,-0.28815462403221315,57.69244941065413,-0.20114652615766182,57.160304761793086,-0.19105756108668792
2017-06-20,40.548349283890886,-0.2709002931468634,51.79541058806069,-0.2652855237418267,56.53783386094674,-0.1629247118209014,50.32188025705468,-0.21788799518495305
2017-06-21,42.85468296583955,-0.2203672554075276,55.45810334061135,-0.21439016198457594,59.777052913165264,-0.1050484529738599,52.61152049424837,-0.20836162600244335
2017-06-22,42.36064978212242,-0.17946431763273554,54.269933803363266,-0.1836126219201739,59.31773189538878,-0.07137532153828852,52.539044683082274,-0.1976429437036079
2017-06-23,44.23513962215357,-0.13310053429221969,57.77876637326066,-0.13215059921122774,60.1821935746043,-0.04372130833940946,58.398830825327984,-0.1303232657174207
2017-06-26,43.16533091919038,-0.10194229541575739,51.15472202837335,-0.1394173517817125,55.13546960661159,-0.060118795083942245,53.32372162325552,-0.1257835560055458
2017-06-27,38.59801896378338,-0.10594521717986571,41.549762538422115,-0.2196980879903005,47.56543965440348,-0.12687057843658456,45.12591795932785,-0.19785163335925665
2017-06-28,44.905936930269775,-0.06925120300335857,47.18502408104442,-0.2200341308588733,53.03592824860971,-0.12327549613974925,48.90694645109471,-0.20236240186832793
2017-06-29,40.3370704279682,-0.07199031689650398,40.01800431872894,-0.28362930761681693,47.378751087036555,-0.16468073497520802,41.98884421931076,-0.2745962122107813
2017-06-30,41.35347900137876,-0.06212332027839179,37.56551290979096,-0.3395750123623004,44.55991086017029,-0.2111005594770245,44.812573607127966,-0.2828447560886674
2017-07-03,40.22488661747209,-0.057516688865527354,35.007658295084255,-0.3901002471457708,39.9330912392957,-0.2782026520390273,41.09203596436606,-0.3198673995880109
2017-07-05,42.153637134970666,-0.03981635393911448,40.652464502323056,-0.36051874904773906,47.23257393761065,-0.25175252479609167,46.78856563417952,-0.2749023084041467
2017-07-06,39.02749678674273,-0.04373351825001198,39.23640891918969,-0.3387171460368483,45.14762133298486,-0.24405968830584687,44.20833224678778,-0.2630578628131524
2017-07-07,43.81190714638379,-0.019123568586744466,44.19858168525575,-0.26842780225875273,50.28916270975484,-0.18453584334681697,49.44769294980953,-0.19037942406642122
2017-07-10,46.55283282829426,0.013646279791986071,48.11371651951499,-0.17618715418289238,56.057020872366095,-0.082174223577154,52.26800692412011,-0.10451860815280728
2017-07-11,48.01137570477268,0.04368650820934583,48.604353573176034,-0.10295042361360168,55.1465520535101,-0.02211875381906811,52.32328750348436,-0.04438613140731493
2017-07-12,48.68570470495102,0.0664795223611847,53.63370336437314,-0.005689664964798724,58.94565566634065,0.055292051335450954,58.33098597857072,0.06360841436306804
2017-07-13,54.78678348949458,0.11043561463273477,54.78835466888559,0.06848174297046469,56.49795736382302,0.08113140823736686,61.14875737698765,0.164313919510955
2017-07-14,58.13997453601851,0.15380304636731806,57.79017958846606,0.14160459217747154,56.884870176961016,0.09563475658398363,65.26914302362198,0.27753393710068697
2017-07-17,59.465536439496674,0.18302900952126835,56.612018923356445,0.17370959542029638,59.58486484409246,0.12455043886450892,67.37232093104961,0.36638118681242
2017-07-18,60.80239592999535,0.2014428710520504,60.640213958736275,0.22423528601710643,63.85315587977994,0.18041959016729728,66.98909410504697,0.3983142183418079
2017-07-19,63.16711765973693,0.21789840796608806,62.36457213484661,0.26253522526969936,64.53063068400655,0.21158383465218578,69.10834922120887,0.4275532074960652
2017-07-20,60.331539799413946,0.2076854144264293,60.929880475347254,0.26442967753535374,65.06388998610876,0.22326528134347334,70.42288209474242,0.4409368286395568
2017-07-21,60.03274653124393,0.1898869694616284,62.54532563345705,0.26665394664111647,63.36525724405192,0.20610612264557693,66.76812069372689,0.39662304618275857
2017-07-24,64.89942084721972,0.19592985194912813,64.97163684824763,0.27677696328703055,67.38430102501607,0.22334318480878146,65.15891022352432,0.3315549676328755
2017-07-25,66.46973902038413,0.1987602289808283,50.811743427390404,0.17299209628322104,67.64909345193769,0.2212874175230226,67.75767546277274,0.3016078716981324
2017-07-26,68.16845955183305,0.20001592279565245,49.671137362273875,0.08778066843832788,71.18919598994569,0.24506507865104366,66.49023461253071,0.2519963376563348
2017-07-27,55.88687629593975,0.145951835628593,44.57650221614122,-0.015853787392961338,67.03464393120022,0.2202735033360783,58.94298225695349,0.14836412236687535
2017-07-28,52.185934792374496,0.08706764018111729,47.71081745103544,-0.05839695788757662,54.06310560530457,0.10469990541172725,57.987180577662,0.06085555988602542
2017-07-31,49.61562279335981,0.0323615815656233,43.759819815480014,-0.11894410154552812,42.9426011142189,-0.08205665529001804,55.253522295257554,-0.02492305423049601
2017-08-01,53.814960495408485,0.014134590101729738,43.90947907563618,-0.15125312255254197,46.0576964954203,-0.1736789445696052,54.28108714538975,-0.09223727512541957
2017-08-02,68.83899599527956,0.1054684887677895,43.742338341277026,-0.16627001231899144,45.96127975724191,-0.22826698047972216,51.66918155483564,-0.15589946692612633
2017-08-03,63.883357946288946,0.13171345558002834,41.15789350076507,-0.18929013239229733,43.05940168099158,-0.2839254127827177,50.76457682190668,-0.20134058970896573
2017-08-04,65.28886155045146,0.15101260381161552,43.45843426888,-0.1805954889904367,43.34286212532594,-0.30596179503662274,54.86366873727295,-0.19520727923618575
2017-08-07,69.10953035822746,0.18838621878384743,44.221322738621076,-0.16130823839721048,45.42200220881928,-0.29221298337629914,52.38267784193835,-0.20384478055012756
2017-08-08,70.9186663828718,0.21760602007931878,43.0724387890284,-0.14863342577088406,44.51060150490308,-0.2788082089778161,55.40747315710886,-0.18176656585826534
2017-08-09,72.26832187895562,0.2353762818202847,41.322500124336344,-0.14462071075731903,41.61310585628998,-0.28291735247813815,52.4626429852855,-0.18256801200541073
2017-08-10,57.281678764602624,0.15367598738101673,35.13400259509734,-0.18329798037235856,33.97997840372206,-0.35221798066205107,44.100941317186056,-0.2403917904137579
2017-08-11,60.96646910487675,0.12205507968987706,39.58298925057493,-0.17384574385657148,39.27281983115797,-0.3425614885194793,52.4871830940133,-0.20503876247037567
2017-08-14,64.57693644050256,0.12633626178598378,44.34355234839056,-0.13073800071076994,45.75050432317913,-0.2696124291688309,59.09564614128049,-0.11267269121927581
2017-08-15,67.00397072395475,0.14335616277964824,44.14000279078442,-0.0962221803343587,45.559075334425614,-0.21084167581347535,59.20833856087994,-0.051526779732343486
2017-08-16,65.2165769532551,0.13132391104596897,46.904833788424625,-0.052199472361576627,43.94656908032503,-0.1763215006059785,61.65480349542631,0.010992499533061584
2017-08-17,57.380669502698424,0.06500120391677444,39.75985588175682,-0.07020951626143218,38.307711996036126,-0.20004988560881917,51.908759194212315,-0.027390222778182094
2017-08-18,56.52843435900619,0.008719418208780416,39.63369636714722,-0.07623155202327053,37.68670482400241,-0.20909682624240922,52.49110399138595,-0.04840793313693581
2017-08-21,55.80945241938451,-0.03729304846662296,37.95633379965507,-0.08600066741875378,36.13079965300816,-0.21781876981345993,50.02670366965516,-0.08253090924595774
2017-08-22,60.59323625808063,-0.03169131116823709,48.508370624777065,-0.02741468434690708,42.81145362007163,-0.16542671474649456,56.55218348256677,-0.0437724513959416
