Date,AAPL_RSI,AAPL_MACD,AAPL_EMA10,AAPL_BB_Width,AAPL_Stoch_%K,GOOG_RSI,GOOG_MACD,GOOG_EMA10,GOOG_BB_Width,GOOG_Stoch_%K,AMZN_RSI,AMZN_MACD,AMZN_EMA10,AMZN_BB_Width,AMZN_Stoch_%K,MSFT_RSI,MSFT_MACD,MSFT_EMA10,MSFT_BB_Width,MSFT_Stoch_%K
2015-03-11,43.89103504224747,-0.29858933649344466,28.173687343261093,7.6218602346093896,0.0,51.56723293381427,-0.04284658270311564,27.77949202126402,10.215965885447503,44.38044860815695,48.17696461565624,-0.21288431922461426,18.843595513674554,5.690853992342515,0.0,36.7716079927973,-0.10100403520043194,36.8678695267081,6.4928097398511335,0.0
2015-03-12,49.77297590376846,-0.289668461843239,28.097876758300266,7.7137364191674855,20.538825973580074,54.28952532382463,-0.07105437051956953,27.74119755408551,9.817362487911458,54.3528232962547,54.42351270933321,-0.20163655889192045,18.81966903722254,5.733441100378273,36.67282303607964,30.698174241055582,-0.16436153123651664,36.58978309731373,7.597445570973352,0.0
2015-03-13,47.67835368407236,-0.28666664119638274,28.000975260075926,8.227157628996476,13.59498637564634,48.712359652085176,-0.11531998288363687,27.635965321129444,9.71166629052607,28.618805093046035,51.32509430361596,-0.2006876586476043,18.76681999929358,6.074728198838557,19.617783671459627,35.03162896991164,-0.17336888540317624,36.41864530471798,8.443498925496126,11.726144286715687
2015-03-16,51.177474997637965,-0.25528007517165985,27.976843028396637,8.453053175392055,33.1295046010442,53.25266163258628,-0.11835645604772638,27.61474347141592,9.672912486500755,33.820728612981924,53.483548175068535,-0.1852687909542326,18.74876173437408,6.183655903081335,32.525539452610474,37.14809261083712,-0.15733812521038265,36.30682032943722,9.002716944986636,17.763500000728293
2015-03-17,56.042627640832684,-0.1967757658857905,28.041851338308184,8.46741076286695,58.679570360117175,50.781508256446216,-0.12951750464213369,27.56426475286924,9.501955702031207,12.566924898669322,52.19673813616451,-0.174568096440882,18.720986995649106,6.341057398081909,25.862084289525935,38.81710100418137,-0.12829718727814088,36.237251966982726,9.34974579204285,22.367913164184888
2015-03-18,59.04950756505249,-0.13328679610022043,28.15302959617793,8.454754290953815,87.49984986319534,55.973222254899056,-0.10583982265634367,27.60110528231027,9.183323725524852,43.48437572893598,54.832061895639356,-0.152150243571756,18.727534809073344,6.271970000904532,40.86667934677306,47.4123543766084,-0.05604375891449925,36.30564242855227,9.323243210281973,51.747975661490344
2015-03-19,56.23925191258625,-0.1038588890493955,28.2046578543036,8.439135084283395,73.87607588034217,54.886105363125914,-0.0935355004213656,27.617622822200946,8.932047341920681,38.09361115913513,52.976229887989774,-0.13955393587684645,18.715619508537813,6.396192993193198,32.01306169464289,45.6014619293873,-0.015893847022119545,36.32870655375867,9.328071499628276,44.405703757605785
2015-03-20,51.855496693173784,-0.10605243080127652,28.182017051359374,8.413509349796124,51.40443972547786,56.32005683713479,-0.07650347308194921,27.65252167231036,8.456724256169387,46.55461977327175,57.27890082520184,-0.11064113207605925,18.753597690934345,6.269139936149753,56.477075374937115,51.23695609682497,0.04604794985546673,36.43999205761185,9.085797559271267,82.30127334747947
2015-03-23,54.95163714364164,-0.0862898448284874,28.216614844999818,7.4134155952485346,78.8886988486275,55.086831689231,-0.06964153829405562,27.66708955639757,7.323552704488096,41.02101805428635,53.86191514573312,-0.10030211515639964,18.75394370957483,6.287574964473511,40.72696116510032,51.04377426877268,0.08475871126769036,36.527908845920706,8.630226900404592,88.03800887721268
2015-03-24,53.481381679522755,-0.07965193860765857,28.22383552459324,6.479686542529886,71.42845377013896,61.71527991135546,-0.028403895240542654,27.781693795655183,6.486618417496666,81.64947406840267,52.83752020141499,-0.09438780300614874,18.744953980263816,6.345848250048294,35.973876610714214,51.437918027113916,0.10998614327471151,36.60610727086339,8.15158144881584,89.95222407017023
2015-03-25,45.192525459585305,-0.12111848773834966,28.095516987828596,6.757542357692199,18.29839629595567,53.23561122151697,-0.03988080073219369,27.772550078414252,5.895997445465662,50.13099453335193,49.71302930503324,-0.09807443599600763,18.70914422670555,6.237706158930238,33.454836637833964,39.20360060134171,0.043821479094845905,36.44453515476536,8.022258964376292,23.4048566785218
2015-03-26,47.470494243691505,-0.13093232392926624,28.02540340330507,6.355225688227002,32.10249539808456,50.850688010308744,-0.05903332368896924,27.73245007248009,5.9039958607779806,34.32443287517456,46.311503867993245,-0.10889359917042321,18.647027150063774,6.308820350676952,8.039354973979277,37.53437162147018,-0.010834456808787918,36.273178798501206,7.800055476786769,10.106225121888027
2015-03-27,45.144395965537825,-0.14642572295735842,27.927892216007592,6.492114468413944,16.21192009345217,46.602668833347686,-0.09204079602929549,27.63801176806432,6.228533620094047,4.459863913568816,49.612946406996095,-0.10160614709006774,18.625385827857578,6.351192650019838,34.57090879333245,35.95191544091017,-0.054836180208503116,36.09538672935787,7.7037156093340515,0.0
2015-03-30,52.966509458468,-0.105833310483119,27.974632052909797,6.113783438559133,66.29229060769993,49.07776793144031,-0.09847357409814833,27.594040476139092,6.121090959494174,20.594794164651475,53.4805569210658,-0.0805037110821738,18.644315644046113,5.857111001280744,67.82177906193543,35.88394865359447,-0.07708437389591077,35.94835230360104,7.329948807741643,0.0
2015-03-31,48.34977557364503,-0.10399635322522882,27.934202195567,5.647807113851201,22.604960378245632,46.54048752368395,-0.1121389611228931,27.521699495902688,5.945673576217542,2.973130576090263,50.88179629817855,-0.07246962315056252,18.637167261898878,5.39743247852436,42.639062007752685,33.82070380294792,-0.10029887267461668,35.78106127530071,7.485035003924614,0.0
2015-04-01,47.932283608087126,-0.10125860429078114,27.893823277973674,5.316869470991912,19.156385106742004,43.287269163627634,-0.1338310489312917,27.41342493712173,5.922500050660753,0.0,48.987477081084506,-0.07080835787551396,18.61459148487749,5.071083871598364,26.12215267029189,34.63054582415181,-0.10288018773238372,35.6535882924069,7.5605123156611835,2.6795315811114273
2015-04-02,50.659502363012,-0.08007668057333647,27.904176775994795,5.270856433526707,39.65468375499879,39.44958728881736,-0.16414785883839894,27.261402754506733,6.025554030799709,0.0,51.10755314967945,-0.0608462116829602,18.6142110761835,3.7138272582311336,43.98550823893599,31.64300440461882,-0.11910055670909009,35.48193714624662,7.754124563207878,0.0
2015-04-06,55.42920475224105,-0.034598344602049816,27.99496725286914,5.382428131087112,78.54330869909256,40.44843066935988,-0.17173054139978602,27.148164739815698,6.2926253078487635,3.5631874194002657,55.86259260548651,-0.03713022978103274,18.65744529557503,3.4352676489541043,86.98378237703234,46.2696070644947,-0.04983437967521037,35.53885317070391,7.642448280658646,48.27536480220688
2015-04-07,51.86513695844219,-0.024162906151776214,28.014912782088246,5.256274068223738,52.87362159381517,40.666073416642114,-0.1673788108732683,27.05781641110098,6.261780397860715,4.298911217487051,52.82485664599812,-0.029628463823947015,18.668909959296826,3.161485248870007,63.37542975331132,46.1010462375963,-0.0008755616159925594,35.58228930741364,7.216405959199534,47.50936923700734
2015-04-08,50.78898916680669,-0.02294729597651604,28.014604973231116,5.219077970138472,55.29399218059879,44.59144998697938,-0.1416638846880758,27.025311913037697,6.442984176576211,17.54182869777442,59.020642371016045,-0.0025572609454172918,18.74001714232329,3.647079861833993,100.0,45.12708499699257,0.02784295658545305,35.600600791870036,7.175550473003252,43.29546052196278
2015-04-09,53.23562956665568,-0.008021603223603457,28.05328315558842,4.715946640943682,80.73237579939344,44.02427295607949,-0.12074997994521708,26.991228032608788,6.65272994217659,15.147150303881096,60.925286221452836,0.021167098460422834,18.81946857931476,3.9896574585492366,100.0,45.79956708025585,0.05165046707862819,35.62497747450943,7.131176470077167,45.593447217561405
2015-04-10,54.60288402577471,0.00875511997769278,28.106827384202138,4.7339006215661605,93.90354298682175,43.471872006316445,-0.10347625964902862,26.956393617256087,6.810296860732885,12.925674709175645,59.7870925358147,0.03119519488781372,18.876383327589206,4.463819331221483,94.50273437776119,48.518526069216485,0.08091209174097397,35.68251622137596,7.027094811028602,54.78929608146189
2015-04-13,53.818332831337685,0.014547643841322816,28.14049752677174,4.5061937956858555,87.80541731153504,42.840272353180694,-0.0893758319781913,26.920312581710057,7.0139470149343826,10.50194437329306,59.39771799764062,0.033956523211005396,18.920313637212548,4.710291298491617,92.71154611920991,48.977985341863665,0.10087796494331408,35.735859885138574,7.013510300349527,56.322135490449234
2015-04-14,52.04668347545271,0.008848768899492418,28.145741983906987,4.453304991227665,74.39041687351124,36.81922900785556,-0.10294660475330743,26.811567754841963,7.58689667369329,0.0,61.929796449239696,0.04164134705463764,18.981256756529724,5.227419733740216,100.0,47.716993704517726,0.10549368730898923,35.76227475376749,7.011671106347385,92.51699655701114
2015-04-15,53.485740105497996,0.010886389538721924,28.169497222783804,4.4264447514809655,86.09754164354874,39.067112200439425,-0.0983300878803485,26.741904365445095,7.979420785013973,8.635913152315354,59.516969635234695,0.037842507042778,19.016028366315513,5.436934655422153,90.65313767269228,54.684308012332494,0.13958926493292256,35.879431213886825,7.131326663928333,100.0
2015-04-16,51.37576066462793,0.002127565898092265,28.16419813666775,4.046994986023957,71.22016745024258,40.421862191159825,-0.08508733276064745,26.696366744224253,7.996864117510519,15.757795336562113,62.0043052908418,0.04052004896098471,19.068023217126576,5.877100475078407,100.0,53.42733116486755,0.151023250763842,35.95962335246635,6.981964540730333,94.92393659584798
2015-04-17,46.751849581792314,-0.024473758849430552,28.10227862515802,3.9361589364364513,16.12983315677966,34.14533594537289,-0.10184008350488533,26.57113171462364,8.479833687264524,0.0,48.90940977465895,0.005319329058311867,19.01529170090896,5.821708319210254,33.586760237197915,47.127519655651035,0.12311913943490249,35.94065216653319,6.837390683044653,67.51256484719887
2015-04-20,55.423457486929046,-3.0386319499128844e-05,28.16719074291604,4.142459294071228,100.0,44.860036378863924,-0.06951964432913332,26.57090057712371,8.157642076919092,47.306968951993376,60.782372838822305,0.026163706218564592,19.098965956527607,6.503525190874089,100.0,59.43343351660183,0.17235157123278438,36.12718994622424,6.863268467275775,100.0
2015-04-21,53.16599315643404,0.004738234516829212,28.192319506211312,4.096682178979056,79.40296526231953,43.90272250867975,-0.048326359486329934,26.557988755661583,7.841194662030548,53.59277769357106,61.92316203850283,0.04179966933718307,19.182608512660547,7.190843198495801,100.0,56.470946888657856,0.1811918401297389,36.23752133850343,6.6923508986225135,89.69487194221259
2015-04-22,57.7579269234901,0.031074900838149594,28.282222623556766,4.504014908997936,100.0,48.436846181022574,-0.013555887310819525,26.596104930280283,6.213853319949214,87.21536441234406,60.36063620074473,0.04352396304274955,19.238497832380112,7.572451195980366,92.70996435185465,59.30293898841816,0.1979251375272701,36.38261522599854,6.775008531905072,100.0
2015-04-23,60.329997268002,0.06008474784839024,28.398359717236254,4.815726180477265,100.0,54.09199530168724,0.03502715001519846,26.696183630367816,5.50716168711934,100.0,60.50839709949423,0.04134883595788602,19.285952821885218,7.6922825801902395,92.90401828872992,61.96755861203164,0.21827660341579,36.55614907429,7.665458415930673,100.0
2015-04-24,61.78571100591927,0.08284929205952174,28.518117206724902,5.341370650994798,100.0,64.11703717745556,0.12265847927422907,26.9410266024476,6.420679286635893,100.0,81.75331647125171,0.21199261048337148,19.82577942895456,16.23098111537091,100.0,80.11524110799283,0.46914268331018033,37.407689974134996,14.819725277723519,100.0
2015-04-27,66.87214951496065,0.12536820050106945,28.71220774333511,6.290756415698303,100.0,57.95498298760418,0.14683198205834774,27.067675260733935,6.847667740660751,80.08959238277315,76.4942249934877,0.2848094655938216,20.208001259410086,19.921812717004567,90.59534852593244,80.46970624831084,0.6100141043229589,38.12946642969887,18.988273948097724,100.0
2015-04-28,59.3677111934246,0.11427300979700125,28.786256921948365,6.720839723366535,73.54462416457562,56.73627333970374,0.15012292308246028,27.156005849647013,7.007681362918109,75.95737801706566,69.66790200454297,0.283196694059192,20.436637371868194,21.63720926878901,77.29365988845547,82.80149031911633,0.7264962920812438,38.89700581974474,23.0474422042482,100.0
2015-04-29,53.43519190410006,0.07231443960246647,28.76898429555896,6.470986344657094,49.241162958360306,53.44204316914268,0.13056861850170695,27.18665520999173,7.091078296110337,64.70978534377328,69.6868002756417,0.2640790708000532,20.624248783770174,22.73283437959261,77.37994864365378,81.86997999107648,0.7523075368337402,39.5093301400273,25.592049186692805,98.67382822134888
2015-04-30,44.692509578928224,-0.009301750907785677,28.61332445060559,6.279457712934966,5.063315803945087,46.087310621685255,0.07474750756703512,27.105508246096747,7.095012109056152,36.004142241965035,64.23513389986297,0.20997979645223286,20.70874913252183,22.805142518543995,66.46538109404048,77.90549841257307,0.7006264869046106,39.944535190251386,26.98187417188998,93.10346042626362
2015-05-01,53.59509344583772,-0.007711809093161437,28.640062478851302,6.155957319422376,53.16438293883189,46.465750040137806,0.038013522144785254,27.044181887187285,7.042791089825681,37.373331271583936,64.66266918312104,0.16400883318280401,20.78779463104325,22.759638149414315,68.03278643560516,77.96024447773809,0.6256782408683761,40.303745649934015,27.567632991265818,93.36878874509924
2015-05-04,52.99083576205959,-0.011680881961853073,28.65180235640923,6.192005281682689,50.00021650129576,48.46922305920215,0.022449979619584146,27.020063972373755,7.006881341945662,44.41523632802433,64.7334881099713,0.12223314175146982,20.854013866716492,22.724934252136197,68.27728038469535,73.82453708624324,0.5144585377746989,40.53185823506675,28.05214584118703,87.79847967695484
2015-05-05,46.44803730366381,-0.05661917131578639,28.543806836307482,6.222104525484968,13.291122797369942,42.52948560776022,-0.01992083747440987,26.910031700052958,7.1279700597840705,20.012932791655537,63.248166622729805,0.0785526270964092,20.891374934695417,22.220775525900898,65.616920714732,67.91232479774506,0.37306629856146145,40.61824694774282,27.91061257441722,79.31020509796828
2015-05-06,44.824439990666576,-0.09471805482026133,28.423411731259744,6.33252798589939,3.2913609487952784,39.12510285775778,-0.06602962052905718,26.760468968411583,7.548999615779375,3.923977676877012,61.53050662427638,0.035023217117067684,20.902943114515534,21.83176981037373,62.6114608801453,57.656639441415926,0.1819400645831648,40.48217133637232,27.104451759024723,61.80364529867347
2015-05-07,46.78521820289944,-0.10406677263264241,28.356263110044367,6.42188523059235,10.121035128506778,43.888675512672755,-0.07043710653530247,26.696731010887,7.662230730104981,16.491576146330804,65.30747899289278,0.025284576738397013,20.98313525054378,21.681703444278206,67.22433501823288,59.74005236419401,0.06490944444408786,40.43662709503793,26.220853823887815,62.27016072619499
2015-05-08,52.371624399273294,-0.07194306893508769,28.397424222937577,6.418154178264023,41.13985473098143,48.88731488989312,-0.045012498371227866,26.712623487667308,7.662267942315772,35.62999422542685,68.24630404621516,0.0340830624752132,21.11065606691774,21.574927432867565,79.36710502353662,64.44912811099567,0.034941959213151685,40.56382840202144,25.521816158426464,78.37429250184388
